LogID,DonationID,State,Timestamp,Actor,Feedback,Quantity_Received
LOG000126,DON000021,delivered,2023-10-29 13:23:36,NGO0397,Satisfactory,10.0
LOG000127,DON000022,submitted,2023-08-06 16:57:47,D00211,,
LOG000128,DON000022,under_review,2023-08-07 19:57:47,ADMIN001,,
LOG000129,DON000022,approved,2023-08-08 15:57:47,ADMIN001,,
LOG000130,DON000022,matched,2023-08-08 23:57:47,NGO0049,,
LOG000131,DON000022,picked_up,2023-08-16 16:57:47,D00211,,
LOG000132,DON000022,delivered,2023-08-17 16:57:47,NGO0049,Good,4.0
LOG000133,DON000023,submitted,2024-12-15 01:53:10,D00276,,
LOG000134,DON000023,under_review,2024-12-16 01:53:10,ADMIN001,,
LOG000135,DON000023,approved,2024-12-16 11:53:10,ADMIN001,,
LOG000136,DON000023,matched,2024-12-16 17:53:10,NGO0341,,
LOG000137,DON000023,picked_up,2024-12-18 01:53:10,D00276,,
LOG000138,DON000023,delivered,2024-12-22 01:53:10,NGO0341,Excellent,2.0
LOG000139,DON000024,submitted,2024-10-15 01:58:50,D02162,,
LOG000140,DON000024,under_review,2024-10-16 21:58:50,ADMIN001,,
LOG000141,DON000024,approved,2024-10-17 15:58:50,ADMIN001,,
LOG000142,DON000024,matched,2024-10-17 17:58:50,NGO0155,,
LOG000143,DON000024,picked_up,2024-10-19 01:58:50,D02162,,
LOG000144,DON000024,delivered,2024-10-23 01:58:50,NGO0155,Excellent,4.0
LOG000145,DON000025,submitted,2024-09-01 06:01:46,D00741,,
LOG000146,DON000025,under_review,2024-09-02 11:01:46,ADMIN001,,
LOG000147,DON000025,approved,2024-09-02 16:01:46,ADMIN001,,
LOG000148,DON000025,matched,2024-09-02 17:01:46,NGO0395,,
LOG000149,DON000025,picked_up,2024-09-09 06:01:46,D00741,,
LOG000150,DON000025,delivered,2024-09-14 06:01:46,NGO0395,Good,2.0
LOG000151,DON000026,submitted,2024-09-30 20:34:08,D01288,,
LOG000152,DON000026,under_review,2024-10-01 14:34:08,ADMIN001,,
LOG000153,DON000026,approved,2024-10-02 10:34:08,ADMIN001,,
LOG000154,DON000026,matched,2024-10-02 14:34:08,NGO0373,,
LOG000155,DON000026,picked_up,2024-10-04 20:34:08,D01288,,
LOG000156,DON000026,delivered,2024-10-08 20:34:08,NGO0373,Satisfactory,1.0
LOG000157,DON000027,submitted,2024-06-21 17:11:38,D00416,,
LOG000158,DON000027,under_review,2024-06-23 14:11:38,ADMIN001,,
LOG000159,DON000027,approved,2024-06-24 05:11:38,ADMIN001,,
LOG000160,DON000027,matched,2024-06-24 14:11:38,NGO0304,,
LOG000161,DON000028,submitted,2024-03-28 10:13:00,D01728,,
LOG000162,DON000028,under_review,2024-03-29 19:13:00,ADMIN001,,
LOG000163,DON000028,approved,2024-03-29 21:13:00,ADMIN001,,
LOG000164,DON000028,matched,2024-03-30 03:13:00,NGO0022,,
LOG000165,DON000028,picked_up,2024-04-03 10:13:00,D01728,,
LOG000166,DON000028,delivered,2024-04-05 10:13:00,NGO0022,Satisfactory,3.0
LOG000167,DON000029,submitted,2024-08-14 23:56:52,D01706,,
LOG000168,DON000029,under_review,2024-08-15 14:56:52,ADMIN001,,
LOG000169,DON000029,approved,2024-08-15 22:56:52,ADMIN001,,
LOG000170,DON000029,matched,2024-08-16 07:56:52,NGO0066,,
LOG000171,DON000029,picked_up,2024-08-18 23:56:52,D01706,,
LOG000172,DON000029,delivered,2024-08-21 23:56:52,NGO0066,Satisfactory,8.0
LOG000173,DON000030,submitted,2023-09-29 06:38:58,D01770,,
LOG000174,DON000030,under_review,2023-09-30 09:38:58,ADMIN001,,
LOG000175,DON000030,approved,2023-09-30 15:38:58,ADMIN001,,
LOG000176,DON000030,matched,2023-10-01 00:38:58,NGO0096,,
LOG000177,DON000030,picked_up,2023-10-09 06:38:58,D01770,,
LOG000178,DON000030,delivered,2023-10-12 06:38:58,NGO0096,Good,3.0
LOG000179,DON000031,submitted,2024-11-07 11:13:34,D00627,,
LOG000180,DON000031,under_review,2024-11-08 19:13:34,ADMIN001,,
LOG000181,DON000031,approved,2024-11-09 17:13:34,ADMIN001,,
LOG000182,DON000031,matched,2024-11-09 20:13:34,NGO0054,,
LOG000183,DON000031,picked_up,2024-11-09 11:13:34,D00627,,
LOG000184,DON000031,delivered,2024-11-12 11:13:34,NGO0054,Good,5.0
LOG000185,DON000032,submitted,2024-03-21 08:50:59,D02184,,
LOG000186,DON000032,under_review,2024-03-21 17:50:59,ADMIN001,,
LOG000187,DON000032,approved,2024-03-22 09:50:59,ADMIN001,,
LOG000188,DON000032,matched,2024-03-22 15:50:59,NGO0055,,
LOG000189,DON000032,picked_up,2024-03-29 08:50:59,D02184,,
LOG000190,DON000032,delivered,2024-04-01 08:50:59,NGO0055,Good,34.0
LOG000191,DON000033,submitted,2024-11-06 14:33:57,D00830,,
LOG000192,DON000033,under_review,2024-11-08 11:33:57,ADMIN001,,
LOG000193,DON000033,approved,2024-11-08 12:33:57,ADMIN001,,
LOG000194,DON000033,matched,2024-11-08 18:33:57,NGO0325,,
LOG000195,DON000033,picked_up,2024-11-14 14:33:57,D00830,,
LOG000196,DON000033,delivered,2024-11-16 14:33:57,NGO0325,Satisfactory,4.0
LOG000197,DON000034,submitted,2023-10-02 04:42:33,D01143,,
LOG000198,DON000034,under_review,2023-10-02 16:42:33,ADMIN001,,
LOG000199,DON000034,approved,2023-10-03 10:42:33,ADMIN001,,
LOG000200,DON000034,matched,2023-10-03 15:42:33,NGO0201,,
LOG000201,DON000034,picked_up,2023-10-09 04:42:33,D01143,,
LOG000202,DON000034,delivered,2023-10-14 04:42:33,NGO0201,Good,10.0
LOG000203,DON000035,submitted,2024-04-19 20:31:22,D00968,,
LOG000204,DON000035,under_review,2024-04-21 10:31:22,ADMIN001,,
LOG000205,DON000035,approved,2024-04-21 14:31:22,ADMIN001,,
LOG000206,DON000035,matched,2024-04-21 19:31:22,NGO0046,,
LOG000207,DON000035,picked_up,2024-04-23 20:31:22,D00968,,
LOG000208,DON000035,delivered,2024-04-24 20:31:22,NGO0046,Good,9.0
LOG000209,DON000036,submitted,2024-10-30 23:55:54,D00207,,
LOG000210,DON000036,under_review,2024-11-01 07:55:54,ADMIN001,,
LOG000211,DON000036,approved,2024-11-01 21:55:54,ADMIN001,,
LOG000212,DON000036,matched,2024-11-01 22:55:54,NGO0213,,
LOG000213,DON000036,picked_up,2024-11-03 23:55:54,D00207,,
LOG000214,DON000036,delivered,2024-11-08 23:55:54,NGO0213,Satisfactory,50.0
LOG000215,DON000037,submitted,2024-09-20 16:25:05,D02211,,
LOG000216,DON000037,under_review,2024-09-22 16:25:05,ADMIN001,,
LOG000217,DON000037,approved,2024-09-23 09:25:05,ADMIN001,,
LOG000218,DON000037,matched,2024-09-23 12:25:05,NGO0033,,
LOG000219,DON000037,picked_up,2024-09-24 16:25:05,D02211,,
LOG000220,DON000037,delivered,2024-09-27 16:25:05,NGO0033,Satisfactory,7.0
LOG000221,DON000038,submitted,2024-01-03 21:57:32,D00326,,
LOG000222,DON000038,under_review,2024-01-05 15:57:32,ADMIN001,,
LOG000223,DON000038,approved,2024-01-06 11:57:32,ADMIN001,,
LOG000224,DON000038,matched,2024-01-06 13:57:32,NGO0114,,
LOG000225,DON000038,picked_up,2024-01-13 21:57:32,D00326,,
LOG000226,DON000038,delivered,2024-01-15 21:57:32,NGO0114,Satisfactory,5.0
LOG000227,DON000039,submitted,2024-09-26 14:31:24,D00984,,
LOG000228,DON000039,under_review,2024-09-27 06:31:24,ADMIN001,,
LOG000229,DON000039,approved,2024-09-27 23:31:24,ADMIN001,,
LOG000230,DON000039,matched,2024-09-28 05:31:24,NGO0298,,
LOG000231,DON000039,picked_up,2024-09-30 14:31:24,D00984,,
LOG000232,DON000039,delivered,2024-10-05 14:31:24,NGO0298,Good,5.0
LOG000233,DON000040,submitted,2023-09-30 07:25:55,D01546,,
LOG000234,DON000040,under_review,2023-10-01 12:25:55,ADMIN001,,
LOG000235,DON000040,approved,2023-10-02 02:25:55,ADMIN001,,
LOG000236,DON000040,matched,2023-10-02 13:25:55,NGO0229,,
LOG000237,DON000040,picked_up,2023-10-10 07:25:55,D01546,,
LOG000238,DON000040,delivered,2023-10-15 07:25:55,NGO0229,Excellent,10.0
LOG000239,DON000041,submitted,2024-02-28 04:55:51,D02361,,
LOG000240,DON000041,under_review,2024-02-28 12:55:51,ADMIN001,,
LOG000241,DON000041,approved,2024-02-29 01:55:51,ADMIN001,,
LOG000242,DON000041,matched,2024-02-29 12:55:51,NGO0159,,
LOG000243,DON000041,picked_up,2024-03-05 04:55:51,D02361,,
LOG000244,DON000041,delivered,2024-03-06 04:55:51,NGO0159,Excellent,7.0
LOG000245,DON000042,submitted,2024-07-30 15:35:12,D01499,,
LOG000246,DON000042,under_review,2024-08-01 01:35:12,ADMIN001,,
LOG000247,DON000042,approved,2024-08-01 05:35:12,ADMIN001,,
LOG000248,DON000042,matched,2024-08-01 16:35:12,NGO0113,,
LOG000249,DON000042,picked_up,2024-08-02 15:35:12,D01499,,
LOG000250,DON000042,delivered,2024-08-07 15:35:12,NGO0113,Good,12.0
LOG000251,DON000043,submitted,2024-11-07 00:09:25,D02491,,
LOG000252,DON000043,under_review,2024-11-08 18:09:25,ADMIN001,,
LOG000253,DON000043,approved,2024-11-09 02:09:25,ADMIN001,,
LOG000254,DON000043,matched,2024-11-09 14:09:25,NGO0360,,
LOG000255,DON000043,picked_up,2024-11-10 00:09:25,D02491,,
LOG000256,DON000043,delivered,2024-11-14 00:09:25,NGO0360,Excellent,1.0
LOG000257,DON000044,submitted,2024-02-17 23:43:31,D00385,,
LOG000258,DON000044,under_review,2024-02-19 23:43:31,ADMIN001,,
LOG000259,DON000044,approved,2024-02-20 06:43:31,ADMIN001,,
LOG000260,DON000044,matched,2024-02-20 07:43:31,NGO0314,,
LOG000261,DON000044,picked_up,2024-02-23 23:43:31,D00385,,
LOG000262,DON000044,delivered,2024-02-24 23:43:31,NGO0314,Excellent,72.0
LOG000263,DON000045,submitted,2024-09-22 14:44:05,D01531,,
LOG000264,DON000045,under_review,2024-09-23 17:44:05,ADMIN001,,
LOG000265,DON000045,approved,2024-09-23 20:44:05,ADMIN001,,
LOG000266,DON000045,matched,2024-09-23 22:44:05,NGO0196,,
LOG000267,DON000045,picked_up,2024-09-25 14:44:05,D01531,,
LOG000268,DON000045,delivered,2024-09-26 14:44:05,NGO0196,Good,2.0
LOG000269,DON000046,submitted,2024-12-15 06:31:46,D01905,,
LOG000270,DON000046,under_review,2024-12-16 04:31:46,ADMIN001,,
LOG000271,DON000046,approved,2024-12-16 14:31:46,ADMIN001,,
LOG000272,DON000046,matched,2024-12-16 20:31:46,NGO0211,,
LOG000273,DON000046,picked_up,2024-12-17 06:31:46,D01905,,
LOG000274,DON000046,delivered,2024-12-19 06:31:46,NGO0211,Excellent,7.0
LOG000275,DON000047,submitted,2023-11-02 10:51:34,D00144,,
LOG000276,DON000047,under_review,2023-11-03 23:51:34,ADMIN001,,
LOG000277,DON000047,approved,2023-11-04 15:51:34,ADMIN001,,
LOG000278,DON000047,matched,2023-11-04 19:51:34,NGO0387,,
LOG000279,DON000047,picked_up,2023-11-06 10:51:34,D00144,,
LOG000280,DON000047,delivered,2023-11-09 10:51:34,NGO0387,Good,8.0
LOG000281,DON000048,submitted,2024-04-30 04:41:05,D00290,,
LOG000282,DON000048,under_review,2024-04-30 21:41:05,ADMIN001,,
LOG000283,DON000048,approved,2024-05-01 17:41:05,ADMIN001,,
LOG000284,DON000048,matched,2024-05-02 03:41:05,NGO0300,,
LOG000285,DON000048,picked_up,2024-05-05 04:41:05,D00290,,
LOG000286,DON000048,delivered,2024-05-08 04:41:05,NGO0300,Satisfactory,98.0
LOG000287,DON000049,submitted,2024-11-18 20:17:34,D01616,,
LOG000288,DON000049,under_review,2024-11-19 16:17:34,ADMIN001,,
LOG000289,DON000049,approved,2024-11-19 23:17:34,ADMIN001,,
LOG000290,DON000049,matched,2024-11-20 03:17:34,NGO0227,,
LOG000291,DON000049,picked_up,2024-11-25 20:17:34,D01616,,
LOG000292,DON000049,delivered,2024-11-26 20:17:34,NGO0227,Good,10.0
LOG000293,DON000050,submitted,2023-10-31 22:01:40,D02107,,
LOG000294,DON000050,under_review,2023-11-01 11:01:40,ADMIN001,,
LOG000295,DON000050,approved,2023-11-02 07:01:40,ADMIN001,,
LOG000296,DON000050,matched,2023-11-02 15:01:40,NGO0218,,
LOG000297,DON000050,picked_up,2023-11-03 22:01:40,D02107,,
LOG000298,DON000050,delivered,2023-11-08 22:01:40,NGO0218,Excellent,63.0
LOG000299,DON000051,submitted,2024-08-14 22:32:33,D01033,,
LOG000300,DON000051,under_review,2024-08-15 07:32:33,ADMIN001,,
LOG000301,DON000051,approved,2024-08-15 21:32:33,ADMIN001,,
LOG000302,DON000051,matched,2024-08-16 02:32:33,NGO0382,,
LOG000303,DON000051,picked_up,2024-08-22 22:32:33,D01033,,
LOG000304,DON000051,delivered,2024-08-25 22:32:33,NGO0382,Satisfactory,2.0
LOG000305,DON000052,submitted,2023-01-22 11:20:26,D01346,,
LOG000306,DON000052,under_review,2023-01-23 08:20:26,ADMIN001,,
LOG000307,DON000052,approved,2023-01-23 21:20:26,ADMIN001,,
LOG000308,DON000052,matched,2023-01-24 01:20:26,NGO0065,,
LOG000309,DON000052,picked_up,2023-01-29 11:20:26,D01346,,
LOG000310,DON000052,delivered,2023-02-01 11:20:26,NGO0065,Satisfactory,48.0
LOG000311,DON000053,submitted,2024-05-30 14:19:57,D00913,,
LOG000312,DON000053,under_review,2024-05-31 11:19:57,ADMIN001,,
LOG000313,DON000053,approved,2024-05-31 18:19:57,ADMIN001,,
LOG000314,DON000053,matched,2024-05-31 22:19:57,NGO0014,,
LOG000315,DON000053,picked_up,2024-06-03 14:19:57,D00913,,
LOG000316,DON000053,delivered,2024-06-04 14:19:57,NGO0014,Good,9.0
LOG000317,DON000054,submitted,2024-08-24 05:43:57,D01101,,
LOG000318,DON000054,under_review,2024-08-24 06:43:57,ADMIN001,,
LOG000319,DON000054,approved,2024-08-25 00:43:57,ADMIN001,,
LOG000320,DON000054,matched,2024-08-25 02:43:57,NGO0287,,
LOG000321,DON000054,picked_up,2024-08-31 05:43:57,D01101,,
LOG000322,DON000054,delivered,2024-09-01 05:43:57,NGO0287,Satisfactory,9.0
LOG000323,DON000055,submitted,2024-03-28 22:01:25,D01355,,
LOG000324,DON000055,under_review,2024-03-30 06:01:25,ADMIN001,,
LOG000325,DON000055,approved,2024-03-30 20:01:25,ADMIN001,,
LOG000326,DON000055,matched,2024-03-31 02:01:25,NGO0382,,
LOG000327,DON000055,picked_up,2024-04-06 22:01:25,D01355,,
LOG000328,DON000055,delivered,2024-04-09 22:01:25,NGO0382,Good,6.0
LOG000329,DON000056,submitted,2024-01-23 21:43:15,D01702,,
LOG000330,DON000056,under_review,2024-01-25 10:43:15,ADMIN001,,
LOG000331,DON000056,approved,2024-01-25 23:43:15,ADMIN001,,
LOG000332,DON000056,matched,2024-01-26 08:43:15,NGO0019,,
LOG000333,DON000056,picked_up,2024-01-27 21:43:15,D01702,,
LOG000334,DON000056,delivered,2024-01-28 21:43:15,NGO0019,Good,81.0
LOG000335,DON000057,submitted,2024-12-19 05:17:19,D01015,,
LOG000336,DON000057,under_review,2024-12-20 05:17:19,ADMIN001,,
LOG000337,DON000057,approved,2024-12-20 09:17:19,ADMIN001,,
LOG000338,DON000057,matched,2024-12-20 16:17:19,NGO0293,,
LOG000339,DON000057,picked_up,2024-12-27 05:17:19,D01015,,
LOG000340,DON000057,delivered,2024-12-31 05:17:19,NGO0293,Good,5.0
LOG000341,DON000058,submitted,2023-05-28 21:37:36,D00210,,
LOG000342,DON000058,under_review,2023-05-29 10:37:36,ADMIN001,,
LOG000343,DON000058,approved,2023-05-29 22:37:36,ADMIN001,,
LOG000344,DON000058,matched,2023-05-30 08:37:36,NGO0236,,
LOG000345,DON000058,picked_up,2023-06-05 21:37:36,D00210,,
LOG000346,DON000058,delivered,2023-06-06 21:37:36,NGO0236,Satisfactory,7.0
LOG000347,DON000059,submitted,2024-08-22 09:55:35,D01355,,
LOG000348,DON000059,under_review,2024-08-22 23:55:35,ADMIN001,,
LOG000349,DON000059,approved,2024-08-23 15:55:35,ADMIN001,,
LOG000350,DON000059,matched,2024-08-23 20:55:35,NGO0358,,
LOG000351,DON000059,picked_up,2024-08-29 09:55:35,D01355,,
LOG000352,DON000059,delivered,2024-09-01 09:55:35,NGO0358,Satisfactory,10.0
LOG000353,DON000060,submitted,2024-04-15 14:12:50,D01344,,
LOG000354,DON000060,under_review,2024-04-16 20:12:50,ADMIN001,,
LOG000355,DON000060,approved,2024-04-17 17:12:50,ADMIN001,,
LOG000356,DON000060,matched,2024-04-18 04:12:50,NGO0270,,
LOG000357,DON000060,picked_up,2024-04-18 14:12:50,D01344,,
LOG000358,DON000060,delivered,2024-04-23 14:12:50,NGO0270,Satisfactory,4.0
LOG000359,DON000061,submitted,2024-10-29 20:58:46,D01231,,
LOG000360,DON000061,under_review,2024-10-31 07:58:46,ADMIN001,,
LOG000361,DON000061,approved,2024-10-31 09:58:46,ADMIN001,,
LOG000362,DON000061,matched,2024-10-31 12:58:46,NGO0141,,
LOG000363,DON000061,picked_up,2024-11-06 20:58:46,D01231,,
LOG000364,DON000061,delivered,2024-11-07 20:58:46,NGO0141,Good,3.0
LOG000365,DON000062,submitted,2024-01-20 07:52:02,D00376,,
LOG000366,DON000062,under_review,2024-01-22 01:52:02,ADMIN001,,
LOG000367,DON000062,approved,2024-01-22 19:52:02,ADMIN001,,
LOG000368,DON000062,matched,2024-01-22 21:52:02,NGO0255,,
LOG000369,DON000062,picked_up,2024-01-28 07:52:02,D00376,,
LOG000370,DON000062,delivered,2024-02-02 07:52:02,NGO0255,Excellent,42.0
LOG000371,DON000063,submitted,2024-09-28 23:20:26,D00463,,
LOG000372,DON000063,under_review,2024-09-30 21:20:26,ADMIN001,,
LOG000373,DON000063,approved,2024-10-01 17:20:26,ADMIN001,,
LOG000374,DON000063,matched,2024-10-02 02:20:26,NGO0128,,
LOG000375,DON000063,picked_up,2024-10-01 23:20:26,D00463,,
LOG000376,DON000063,delivered,2024-10-05 23:20:26,NGO0128,Satisfactory,1.0
LOG000377,DON000064,submitted,2024-01-14 23:16:07,D00270,,
LOG000378,DON000064,under_review,2024-01-16 20:16:07,ADMIN001,,
LOG000379,DON000064,approved,2024-01-17 13:16:07,ADMIN001,,
LOG000380,DON000064,matched,2024-01-17 16:16:07,NGO0011,,
