NGO_ID,Name,City,Latitude,Longitude,Cause,Special_Focus,Urgent_Need,Capacity_per_week,Acceptance_Rate,Contact
NGO00019,Johnson and Sons Foundation,Thane,19.31008092096904,73.04561254693526,Disability_Support,"elderly, rural",False,293,0.9672010269246978,508-733-5832x8614
NGO00020,Montgomery PLC Foundation,Delhi,28.582940806207958,77.14618034231125,Rural_Development,elderly,False,267,0.6880462501068262,(202)404-1621x30274
NGO00021,"Decker, Torres and Logan Foundation",Bengaluru,12.997216695314288,77.66266724764422,Rural_Development,"elderly, children",True,90,0.8399903244679439,611-852-1397
NGO00022,Salinas PLC Foundation,Lucknow,26.753143072090072,80.93870698865915,Education,rural,False,205,0.6907929504895862,+1-634-331-5928x9920
NGO00023,"Williams, Schmitt and Hubbard Foundation",Lucknow,26.90348330193584,81.02564082618636,Elderly_Care,rural,True,200,0.9230151448974135,394-253-1487x759
NGO00024,Delacruz PLC Foundation,Kolkata,22.559069547667626,88.42938914719592,Disability_Support,disabled,False,355,0.8789768469755773,4195245225
NGO00025,Holmes and Sons Foundation,Delhi,28.56088583860583,77.12906621064242,Child_Welfare,"children, women",False,321,0.8206892149418562,514-529-7983
NGO00026,Lin Inc Foundation,Kanpur,26.451429617203523,80.295014661636,Rural_Development,"children, disabled",False,64,0.6360355667607585,560-546-6715
NGO00027,Jordan-Carlson Foundation,Hyderabad,17.47454934632267,78.41244851242664,Disability_Support,"disabled, children",False,151,0.9643051417188514,9192623450
NGO00028,Davis-Schmidt Foundation,Bengaluru,12.908955461327215,77.60322366103945,Women_Empowerment,"rural, women",False,123,0.8284697020243839,(889)909-4708x997
NGO00029,Hartman-Hodges Foundation,Nagpur,21.13006796332221,79.15900310609109,Healthcare,elderly,False,63,0.8734689278456833,(344)680-3838x988
NGO00030,"Baker, Thomas and Burnett Foundation",Indore,22.700503280623025,75.81600277166886,Environment,"children, rural",False,255,0.723062859683421,523-273-6030x986
NGO00031,Peters-Reyes Foundation,Indore,22.801915920250444,75.83358907737619,Elderly_Care,"elderly, disabled",False,343,0.8038432274413759,395-242-4723
NGO00032,Anthony PLC Foundation,Indore,22.666524453401255,75.8101739170578,Education,"disabled, rural",False,302,0.8579616263109673,273.587.3970x14276
NGO00033,Rodriguez PLC Foundation,Kolkata,22.509911582439123,88.39116886306361,Poverty_Alleviation,"disabled, rural",False,195,0.815228473839817,(706)344-4443x159
NGO00034,Robinson LLC Foundation,Jaipur,26.86849209737037,75.82205250984939,Poverty_Alleviation,elderly,False,300,0.7124771975547074,+1-996-412-9120x1828
NGO00035,Smith-Robinson Foundation,Mumbai,19.142452354134498,72.86956370101973,Rural_Development,rural,False,126,0.9254221573216248,(663)542-7233
NGO00036,Washington-Smith Foundation,Indore,22.80384962966554,75.81892973018371,Women_Empowerment,disabled,False,491,0.9131311311259117,897-521-0425
NGO00037,Clark Group Foundation,Indore,22.727589645444276,75.79721691716566,Education,"rural, disabled",False,386,0.6077295158056883,(287)545-9908x993
NGO00038,Carr Inc Foundation,Jaipur,26.947647837060025,75.73345367799607,Women_Empowerment,"rural, children",False,478,0.7353434468194884,9823227021
NGO00039,"Harrison, Thompson and Jimenez Foundation",Mumbai,18.98243249499541,72.95686877809337,Elderly_Care,rural,False,85,0.8986294055482362,(606)701-4426
NGO00040,Barnett-Long Foundation,Jaipur,26.936241585005966,75.77888188139295,Disability_Support,disabled,False,113,0.8013567993124717,709.475.7495x68236
NGO00041,"Callahan, Thompson and Johnson Foundation",Lucknow,26.7625943331709,80.94501614364083,Child_Welfare,elderly,False,499,0.6242538931896912,2256382959
NGO00042,Graham-Lindsey Foundation,Pune,18.501303849350123,73.86744094457775,Disaster_Relief,disabled,True,443,0.7560569743474261,(970)582-5376x30407
NGO00043,Mccormick-Morrow Foundation,Bhopal,23.291666940071767,77.38568122618031,Rural_Development,elderly,False,88,0.9403171620515689,5466580176
NGO00044,Perez Inc Foundation,Bengaluru,13.039672301077065,77.51891132590366,Education,elderly,True,298,0.6295130274757743,+1-349-547-0591x6282
NGO00045,"Moore, Howell and Mullen Foundation",Kanpur,26.490342673681663,80.3272685607831,Healthcare,elderly,False,108,0.9305085148357215,(552)430-4721
NGO00046,Shelton LLC Foundation,Kolkata,22.626779680863763,88.29246198515654,Poverty_Alleviation,rural,False,126,0.7048587760168056,717-236-5180
NGO00047,Oconnell-Martinez Foundation,Kolkata,22.55086656729324,88.4558856241167,Elderly_Care,"disabled, women",False,332,0.7432734887814079,482-815-2672
NGO00048,Sanchez-Higgins Foundation,Thane,19.163725273118374,73.05576154948754,Healthcare,"elderly, disabled",False,77,0.6964038321336345,965.658.7462
NGO00049,Horn-Wallace Foundation,Kanpur,26.384294080368708,80.3160364474082,Rural_Development,"rural, women",False,84,0.669361989383296,289.540.1112x626
NGO00050,Hester Ltd Foundation,Bengaluru,13.018374017442568,77.55897826850679,Elderly_Care,elderly,False,223,0.7769401301924721,333-817-4919
NGO00051,Hart Ltd Foundation,Bhopal,23.21000888485426,77.37936841286867,Elderly_Care,elderly,False,55,0.6730009028957805,(412)685-9091x12479
NGO00052,"Walker, Thomas and Cox Foundation",Thane,19.25723440072884,72.87972018832946,Women_Empowerment,"rural, women",False,112,0.8594562100737695,001-326-687-7540x1996
NGO00053,"Thomas, Cook and Oconnell Foundation",Hyderabad,17.38450400209069,78.57561207405342,Healthcare,"women, disabled",True,226,0.9525382663175415,4709316615
NGO00054,Lewis-Wilkins Foundation,Mumbai,19.13897340299309,72.9631665230348,Disaster_Relief,"rural, women",False,159,0.9533942175909711,+1-633-957-5992
NGO00055,Garcia PLC Foundation,Mumbai,19.162028110677518,72.91515532234409,Rural_Development,"rural, children",False,454,0.6785125906587708,8696802971
NGO00056,"Hicks, Jones and Hubbard Foundation",Jaipur,26.92233393380074,75.78069829078036,Disaster_Relief,children,False,151,0.958123061551285,(558)677-6995x95061
NGO00057,Huff LLC Foundation,Indore,22.731255304880783,75.92997254379131,Poverty_Alleviation,"children, women",False,74,0.7536198317247582,+1-381-947-3798
NGO00058,Baker Ltd Foundation,Nagpur,21.239658932409817,79.18502792940835,Healthcare,rural,False,355,0.6169899043308607,+1-962-927-4877
NGO00059,"Joyce, Lewis and Spencer Foundation",Hyderabad,17.45976395525601,78.39723466636593,Child_Welfare,disabled,False,68,0.9419593603804515,477.246.5128
NGO00060,"Lee, Allen and Grant Foundation",Mumbai,19.045405605065127,72.88535054926896,Women_Empowerment,women,True,414,0.8352699893306313,001-621-850-9836x28762
NGO00061,Anthony-Hernandez Foundation,Nagpur,21.14875347481509,79.00097515677238,Healthcare,"disabled, children",False,312,0.7732353836011591,+1-571-388-8475x7074
NGO00062,Schwartz-Martin Foundation,Chennai,13.170663637486776,80.24988223015254,Disaster_Relief,children,False,172,0.8251284104554489,001-569-770-3662x2704
NGO00063,King-Mcclain Foundation,Ahmedabad,23.0188815137672,72.66513258262934,Education,"children, disabled",False,127,0.7122432614594341,(746)311-7338
NGO00064,"Simpson, Hamilton and Johnson Foundation",Delhi,28.59495391404655,77.29011521179932,Rural_Development,"children, rural",False,392,0.6593473855675751,582.635.5229x2282
NGO00065,Reyes PLC Foundation,Chennai,13.064879980998363,80.28170181729497,Education,disabled,True,441,0.7795349249645,(812)872-2429x8751
NGO00066,Santos Inc Foundation,Delhi,28.553689941934397,77.25770183042877,Healthcare,rural,False,94,0.8835523836605756,(653)563-5633x2035
NGO00067,Waller LLC Foundation,Mumbai,19.002711653172696,72.87555444517953,Child_Welfare,"elderly, disabled",False,172,0.9243514181758521,+1-202-698-6129x25664
NGO00068,Walker Inc Foundation,Chennai,13.103130861225292,80.2614865923486,Elderly_Care,"children, rural",True,308,0.6083423307132678,370-847-6238
NGO00069,Wright-Kidd Foundation,Bhopal,23.292105411646872,77.44488816769015,Education,disabled,False,206,0.6396805295403851,992-564-1446x0399
NGO00070,"Dixon, Hutchinson and Santana Foundation",Hyderabad,17.41401948912853,78.49819490979513,Women_Empowerment,"children, elderly",False,98,0.8590827882880668,(450)741-7945
NGO00071,"Shields, Martin and Martinez Foundation",Nagpur,21.074632652034868,79.16280342198822,Child_Welfare,elderly,False,353,0.7212579860300051,553-914-8940x34084
NGO00072,"Brown, Clark and Ware Foundation",Bhopal,23.314460898572346,77.36253621286787,Education,"elderly, children",False,459,0.7082652767558707,(514)275-7955
NGO00073,"Cole, Thompson and Monroe Foundation",Indore,22.768528159269042,75.90929506971246,Rural_Development,disabled,False,135,0.8122361382011135,+1-342-435-2595
NGO00074,"Armstrong, Patterson and Richardson Foundation",Lucknow,26.871162659491173,80.85739117208293,Disaster_Relief,"disabled, rural",True,344,0.794668202359081,(494)479-6233x59158
NGO00075,"Williamson, Torres and Ferrell Foundation",Kolkata,22.52959365314745,88.34183118294064,Elderly_Care,rural,True,367,0.978003879517736,001-549-866-3711x740
NGO00076,"Paul, Elliott and Lee Foundation",Thane,19.24459471342655,72.89523283880939,Environment,"women, disabled",True,357,0.6277338210532324,(674)430-5634
NGO00077,Watts-West Foundation,Nagpur,21.19413217774362,79.08808091227606,Rural_Development,"rural, children",False,480,0.9027007572057559,425-674-0562x99392
NGO00078,"Wiley, Williams and Rice Foundation",Kanpur,26.380168251738308,80.38896633822776,Disability_Support,disabled,False,396,0.6321745294246099,810-748-7201x3154
NGO00079,Hall-Morrison Foundation,Lucknow,26.775271685773298,81.01860372780214,Environment,"rural, elderly",False,449,0.873885842945501,571-654-6192x940
NGO00080,Smith-Underwood Foundation,Thane,19.160696304159853,72.94614504830447,Disaster_Relief,"disabled, rural",True,245,0.6515055849745179,+1-864-444-3083x327
NGO00081,Saunders Ltd Foundation,Bhopal,23.192628368265584,77.48683406639219,Women_Empowerment,women,False,273,0.8425811812368309,+1-462-500-6604x3823
NGO00082,"Beck, Bradley and Jackson Foundation",Hyderabad,17.483562892451108,78.52238533340174,Elderly_Care,"children, rural",False,279,0.6891267582842602,338-213-6070
NGO00083,Smith-Stone Foundation,Mumbai,19.00517182680183,72.96866784193531,Child_Welfare,rural,False,358,0.6212185239330602,+1-467-414-7887
NGO00084,Smith Ltd Foundation,Delhi,28.58904545141249,77.16542842574435,Healthcare,"women, children",False,53,0.9396392222637993,664.763.1533
NGO00085,Young-Phillips Foundation,Bengaluru,13.032198403573432,77.67046468497395,Women_Empowerment,women,False,283,0.6971439711373345,331.655.3036x111
NGO00086,"Smith, Morgan and Decker Foundation",Mumbai,19.03220558525404,72.83016317003312,Child_Welfare,women,False,290,0.6953055703503406,(633)666-5711x10123
NGO00087,Thompson-Warren Foundation,Nagpur,21.233414519341082,79.18693783850993,Rural_Development,"rural, elderly",False,191,0.9715137327256429,+1-985-373-5617
NGO00088,Kennedy and Sons Foundation,Mumbai,19.154933524862802,72.78002532025708,Environment,elderly,False,102,0.764179390451538,345.328.5394x23334
NGO00089,Walker-Lewis Foundation,Hyderabad,17.30965112399018,78.5478527665086,Disaster_Relief,"rural, disabled",False,235,0.6984194127206779,762.445.8458
NGO00090,Page-Patton Foundation,Lucknow,26.783257706672977,81.03636833323435,Education,elderly,True,499,0.7863746195598453,+1-694-635-6555x885
NGO00091,Howell PLC Foundation,Thane,19.155763818542276,73.05640783794631,Education,"women, disabled",False,498,0.8373322816486098,(922)316-4901x0581
NGO00092,Andersen-Farmer Foundation,Kanpur,26.516206994489373,80.32461044466054,Disability_Support,women,False,81,0.609699060931703,507.917.7032x8408
NGO00093,"Perez, Fowler and Vargas Foundation",Pune,18.44660291088672,73.8964970216349,Healthcare,"women, disabled",False,380,0.9743037041751896,(600)910-9446x325
NGO00094,Mcdonald-Graves Foundation,Kolkata,22.592768485173185,88.29595869476417,Education,children,False,476,0.8861438762612976,+1-558-856-0087x07759
NGO00095,"Blevins, Foster and Hansen Foundation",Indore,22.680760516489897,75.93466061619203,Rural_Development,"elderly, women",False,177,0.7748251708040214,001-688-535-6091x6923
NGO00096,"Johnson, Padilla and Garrett Foundation",Hyderabad,17.398834958239284,78.49026827772137,Environment,"rural, women",False,363,0.7003073599595252,880-987-4157x8467
NGO00097,Howard PLC Foundation,Ahmedabad,23.112706584949724,72.56852166359937,Environment,"children, elderly",False,471,0.6146627563071078,388-474-4381x549
NGO00098,Higgins PLC Foundation,Chennai,13.119267453205781,80.32357984051252,Child_Welfare,"disabled, rural",False,264,0.7412167439359517,835-423-8615
NGO00099,Jimenez-Ferguson Foundation,Lucknow,26.939322931876973,80.87077511597883,Women_Empowerment,disabled,False,202,0.613775880655622,888.402.3943
NGO00100,"Hoffman, Johnson and Lindsey Foundation",Ahmedabad,22.932085035191207,72.61337922177424,Environment,women,False,437,0.7271697691073105,001-645-359-0341x2118
NGO00101,Martin-Sanchez Foundation,Kolkata,22.65766594737492,88.35326684610399,Environment,disabled,False,486,0.6147948087699611,704.572.1024x035
NGO00102,"Stein, Larson and Morris Foundation",Kolkata,22.48497228487666,88.41282628877082,Poverty_Alleviation,rural,False,403,0.6697164165081624,526.218.6304x43325
NGO00103,Hill Inc Foundation,Kanpur,26.473839171080858,80.28908551193081,Disability_Support,"women, disabled",False,50,0.6801335794307938,(704)742-5923x022
NGO00104,"Reed, Skinner and Dean Foundation",Kolkata,22.62117064622288,88.26848043229299,Rural_Development,"disabled, rural",False,356,0.6329624435968739,887-510-6870
NGO00105,Wilson Inc Foundation,Delhi,28.671320226507177,77.30164052819428,Child_Welfare,"women, disabled",False,91,0.7924685165575585,831.330.4939x6098
NGO00106,"Nguyen, Wells and Vaughan Foundation",Kanpur,26.46537985342662,80.41860037534049,Elderly_Care,"elderly, women",False,356,0.8605192074898509,001-986-240-5318
NGO00107,"Burns, Hudson and Taylor Foundation",Kolkata,22.576681752936523,88.3047535106467,Environment,"rural, elderly",True,263,0.8311860023902797,+1-835-589-1398x407
NGO00108,"Garza, White and Perry Foundation",Indore,22.62144113347813,75.79774418715773,Poverty_Alleviation,children,False,184,0.6036425432548699,(709)629-1229
NGO00109,Hernandez-Flowers Foundation,Bhopal,23.186413880669026,77.44454562808097,Disaster_Relief,rural,False,432,0.7347935262415446,+1-852-470-3187x9266
NGO00110,Mason-Oneill Foundation,Chennai,13.165838270010328,80.27028761067912,Poverty_Alleviation,"children, elderly",True,99,0.7850374710309143,903-214-1242x88116
NGO00111,Todd PLC Foundation,Lucknow,26.761579137152836,80.85038127088006,Rural_Development,disabled,False,160,0.880027015482256,+1-767-638-5208
NGO00112,Barnes-Macdonald Foundation,Indore,22.77410528463252,75.81079464499952,Disability_Support,children,False,211,0.9113864710814419,001-600-941-0668x6842
NGO00113,Perkins LLC Foundation,Kolkata,22.50795204582021,88.38231286155099,Environment,"elderly, disabled",True,79,0.624462455735715,715.959.2169
NGO00114,Clark Inc Foundation,Delhi,28.61178983973711,77.20673723902523,Disaster_Relief,"elderly, rural",False,374,0.7554229399597838,(964)445-5335x282
NGO00115,Patterson-Mason Foundation,Lucknow,26.749717606042136,80.93604742615518,Poverty_Alleviation,elderly,False,448,0.954918239337136,(480)900-7169
NGO00116,Wilson-Kemp Foundation,Hyderabad,17.32333985423233,78.56895395779671,Elderly_Care,women,False,304,0.6077179777766735,213.861.6598
NGO00117,Stanley-Bowen Foundation,Thane,19.21668807652187,73.0426072037827,Child_Welfare,"children, disabled",False,174,0.7708180455863671,+1-214-958-1101
NGO00118,"Salas, Smith and Williamson Foundation",Pune,18.57149076186505,73.9327582526027,Elderly_Care,disabled,False,230,0.6683422963954957,915-377-2172x6234
NGO00119,Haynes-Lucas Foundation,Mumbai,19.097464918451546,72.77774813394859,Child_Welfare,women,False,195,0.8139329717158009,438.762.8361x9174
NGO00120,Robertson-Evans Foundation,Ahmedabad,23.04822710931394,72.50075614432716,Disaster_Relief,"elderly, children",False,414,0.6075543653049665,(833)290-5081x890
NGO00121,Smith-Mendoza Foundation,Delhi,28.522161628384293,77.27084761433494,Child_Welfare,"rural, children",False,369,0.9685761399698947,992-556-5912x506
NGO00122,Huang PLC Foundation,Jaipur,26.991406550321035,75.82717577314665,Women_Empowerment,"elderly, children",False,392,0.813852626904582,(276)508-8939x42042
NGO00123,Simon LLC Foundation,Bengaluru,12.999889432550942,77.53179041960016,Healthcare,"rural, women",True,215,0.7073495580019894,292-717-3408x8524
NGO00124,Gardner and Sons Foundation,Bengaluru,13.021548551284564,77.50888455421823,Environment,"rural, women",False,480,0.7353743361732819,+1-923-503-8544x889
NGO00125,"Moon, Gibbs and Smith Foundation",Pune,18.616279146053248,73.80825317737245,Disability_Support,elderly,False,255,0.7647463790654444,+1-602-449-2581x6603
NGO00126,Jones-Brown Foundation,Ahmedabad,23.07428688124541,72.49504763514526,Environment,"children, rural",False,331,0.6852815845483026,(529)882-9173x6218
NGO00127,"Wright, Rowe and Reed Foundation",Jaipur,26.914664908732227,75.81456962505341,Disaster_Relief,children,True,336,0.603727083591311,(629)600-8871x42654
NGO00128,Hale Group Foundation,Bengaluru,12.953499255669112,77.5285040320659,Education,"women, rural",False,368,0.6058576842103949,(225)375-8450x4024
NGO00129,"Copeland, Park and Perry Foundation",Bhopal,23.294652766925953,77.38998167153687,Disaster_Relief,elderly,False,362,0.9307539645779979,333.521.8777
NGO00130,Anderson-Adams Foundation,Ahmedabad,22.992992556879848,72.62623430000458,Education,rural,True,358,0.629371527397177,(956)263-5400
NGO00131,"Jones, Tate and Terry Foundation",Jaipur,27.01151313219998,75.80774918584106,Elderly_Care,"rural, elderly",False,213,0.7743882792335194,427-425-9372x56847
NGO00132,"Price, Diaz and Colon Foundation",Pune,18.606360217261543,73.93018462436694,Rural_Development,children,True,404,0.845045016544908,229-308-9892x751
NGO00133,"May, Brown and Mendoza Foundation",Chennai,13.135580022277862,80.31549907682896,Elderly_Care,rural,False,395,0.7350277367549577,603-231-9218
NGO00134,"Smith, Guerrero and Cline Foundation",Mumbai,19.06760292486319,72.95063555051713,Disability_Support,"disabled, children",False,479,0.7993058912847788,390-334-2834x32697
NGO00135,"Hernandez, Morris and Medina Foundation",Hyderabad,17.30108864004187,78.41800157981609,Disability_Support,women,False,104,0.7969102780903817,682-767-2562x392
NGO00136,Garner-Steele Foundation,Kanpur,26.52477740746056,80.35164702256581,Women_Empowerment,"disabled, elderly",False,454,0.8678608254028225,(490)374-2413x072
NGO00137,Jordan Group Foundation,Kanpur,26.412914325342644,80.30187047354073,Disability_Support,elderly,False,216,0.9063596689655246,001-775-299-1472x5174
NGO00138,Rivas-Petersen Foundation,Bhopal,23.34942129908098,77.48905391290391,Disability_Support,rural,True,443,0.9783087206010362,8233318519
NGO00139,Hoffman-Daniel Foundation,Lucknow,26.92481022975389,80.93211332656143,Elderly_Care,"children, disabled",False,425,0.6311481354855264,+1-249-265-2544
NGO00140,Mills Inc Foundation,Pune,18.442652249461894,73.93696467483255,Poverty_Alleviation,"women, rural",True,56,0.6230968440791733,(284)498-4294x6282
NGO00141,"Hill, Davis and Bowen Foundation",Bengaluru,12.9626065238244,77.50019437945507,Environment,women,True,424,0.79237092130692,3263557179
NGO00142,"Roberts, Lopez and Orr Foundation",Bhopal,23.257703476069317,77.47218627350226,Disability_Support,women,False,222,0.8167263219564742,001-946-333-1690x7561
NGO00143,"Martinez, Ramirez and Lambert Foundation",Mumbai,19.113867764440016,72.7916415492938,Child_Welfare,women,True,224,0.6825536975427345,722-300-2749
NGO00144,Johnston Inc Foundation,Lucknow,26.783220279616454,80.86077985454183,Poverty_Alleviation,disabled,False,140,0.7626347454407847,+1-385-525-5181x48165
NGO00145,"Mcclure, Trujillo and Ford Foundation",Jaipur,26.829222019861938,75.72356517122087,Elderly_Care,rural,False,122,0.8484400673179546,488.764.0263x3723
NGO00146,Mcdaniel-Miller Foundation,Thane,19.263119448554477,72.88203786239515,Education,children,True,174,0.9076408948630887,(287)407-9910
NGO00147,Stevenson-Goodwin Foundation,Kolkata,22.598267273059733,88.38037411263167,Disaster_Relief,"elderly, women",False,424,0.657914629614395,583.426.8384
NGO00148,Shah and Sons Foundation,Kanpur,26.482510772747222,80.37999293018895,Disability_Support,rural,False,165,0.7415374401737558,717.670.5881x918
NGO00149,"Harris, Goodwin and Caldwell Foundation",Lucknow,26.926389106828836,80.88429003112151,Rural_Development,"disabled, women",True,357,0.8738547228346701,+1-941-944-4920x50230
NGO00150,"Pearson, Benton and Bonilla Foundation",Chennai,13.019966695268883,80.24347607872538,Women_Empowerment,women,False,317,0.7686101249832147,001-813-548-1909x89949
NGO00151,Watts and Sons Foundation,Kanpur,26.518539828324737,80.42231168365944,Child_Welfare,"elderly, children",False,465,0.8875608497295384,932-583-1348x5644
NGO00152,King Ltd Foundation,Bhopal,23.352315075607443,77.4685268712267,Healthcare,"women, rural",False,235,0.9135147860368774,(692)265-2496
NGO00153,"Flores, Ramirez and Harper Foundation",Mumbai,19.132999834884718,72.86861670111504,Healthcare,rural,False,347,0.9152188028902868,869-486-5812
NGO00154,Hood PLC Foundation,Jaipur,26.997374451086685,75.8713752700643,Disability_Support,children,False,138,0.640507030935153,(729)254-8776x2918
NGO00155,Anderson Group Foundation,Nagpur,21.231142569061557,78.99452300225425,Rural_Development,"women, elderly",False,307,0.8998747014913066,8552033174
NGO00156,Williamson and Sons Foundation,Lucknow,26.799126210089085,80.93269614608363,Elderly_Care,children,False,90,0.8319923461358912,+1-522-570-7730x8204
NGO00157,Barry-Gonzales Foundation,Pune,18.509061358673947,73.76829973089141,Disability_Support,elderly,True,138,0.8045690063330062,527.482.5265x38865
NGO00158,Salazar Ltd Foundation,Indore,22.71817517942706,75.88435670272793,Rural_Development,women,False,265,0.6335457133279956,001-531-580-9394x12579
NGO00159,Johnson-James Foundation,Mumbai,19.155459317706658,72.78191613208571,Disaster_Relief,"rural, disabled",False,284,0.8489883441390107,(952)823-0955x745
NGO00160,"Murphy, Campbell and Travis Foundation",Jaipur,26.973152138976097,75.86456633164947,Education,elderly,False,281,0.9778162612528837,+1-744-234-9776x9605
NGO00161,Crawford-Hansen Foundation,Bengaluru,13.06289962495542,77.671945276629,Healthcare,women,False,115,0.8287803957122771,001-754-332-8489
NGO00162,Harris-Huber Foundation,Chennai,13.130760958151198,80.3247060937403,Environment,"disabled, rural",True,321,0.7293712643065702,001-348-804-1817x485
NGO00163,Webb Inc Foundation,Pune,18.54558702284389,73.9411651156442,Environment,"rural, women",True,237,0.7483959651200697,346.467.5138
NGO00164,"Short, Leonard and Wright Foundation",Mumbai,18.991506282321836,72.93875575706569,Healthcare,elderly,False,273,0.6051696702712539,+1-751-931-2198
NGO00165,Bryant PLC Foundation,Chennai,13.117154703440345,80.36800935306137,Disability_Support,elderly,False,134,0.9306182387104289,5616064275
NGO00166,Jackson-Brown Foundation,Hyderabad,17.328807672328413,78.4010798837315,Disability_Support,elderly,False,353,0.885629537339941,(535)841-6846
NGO00167,"Hensley, Martin and Charles Foundation",Pune,18.48654055767986,73.75969159891869,Child_Welfare,elderly,False,185,0.9543311600106444,327.773.7687
NGO00168,Gibson PLC Foundation,Kanpur,26.41439944367134,80.40049124564703,Environment,children,True,274,0.6585037837857,337.783.2788x510
NGO00169,Davidson PLC Foundation,Ahmedabad,23.113751839605477,72.5581455765792,Environment,"children, women",False,230,0.7621805686663174,480-560-9444x4844
NGO00170,"Fry, Rogers and Perkins Foundation",Chennai,13.062671739027444,80.24286136524915,Environment,women,True,447,0.7854239031204845,521-510-4480x376
NGO00171,Mendoza-Hall Foundation,Delhi,28.64152190424079,77.22661095316937,Disability_Support,disabled,False,184,0.6697539050855653,342-716-2973x281
NGO00172,Murphy-David Foundation,Bhopal,23.24322637002388,77.38332757262802,Healthcare,"children, disabled",False,339,0.8891068657438093,001-450-336-1197x097
NGO00173,Brown LLC Foundation,Bhopal,23.356632160831996,77.42674704979522,Environment,"elderly, women",True,160,0.8285421023854243,9263757316
NGO00174,"Stevens, Hamilton and Shelton Foundation",Thane,19.15570691713853,72.94765300418292,Disaster_Relief,elderly,False,237,0.9358390836588548,8824697826
NGO00175,Snyder-Strickland Foundation,Indore,22.790071092077497,75.82611900115188,Environment,disabled,True,495,0.6425014586431005,741-797-4289x529
NGO00176,Barker-Hernandez Foundation,Pune,18.504188168416025,73.9125672530639,Child_Welfare,elderly,True,181,0.8252262423784017,6445238885
NGO00177,"Walter, Miller and Trevino Foundation",Ahmedabad,23.086327727550326,72.58254070814405,Disaster_Relief,rural,False,457,0.9765486404219146,(388)567-3600
NGO00178,"Roberson, Walker and Williams Foundation",Bengaluru,12.932065346654579,77.66669798855933,Disability_Support,rural,False,328,0.8398049957037246,+1-286-786-7294
NGO00179,"Carr, Ross and Gonzalez Foundation",Pune,18.536174608714436,73.86112210941141,Poverty_Alleviation,"disabled, rural",False,189,0.6253276829086555,211.995.3195x02743
NGO00180,Russell Inc Foundation,Thane,19.18089754283609,72.99561128039717,Disaster_Relief,elderly,False,345,0.8482380246038693,724.389.8557x85642
