DonationID,DonorID,Type,Subtype,Size,Condition_Donor,Condition_System,Season,Quantity,Location_City,Latitude,Longitude,Timestamp_Submitted,Timestamp_PickedUp,Timestamp_Delivered,Matched_NGO_ID,AdminDecision,Proof_Type,Proof_Evidence
DON00000053,D001603,pants,track-pants,XL,Gently Worn,Gently Worn,Summer,44,Ahmedabad,23.035344578271275,72.58877661764602,2025-02-10 22:35:58,2025-02-17 22:35:58,2025-02-22 22:35:58,NGO00442,AutoApproved,Geo,True
DON00000054,D000908,footwear,boots,L,Gently Worn,Torn,Summer,3,Thane,19.26101243793478,73.02083070811197,2025-05-19 14:59:47,2025-05-21 14:59:47,2025-05-24 14:59:47,NGO00379,AutoRejected,QR,False
DON00000055,D001015,blanket,cotton-blanket,M,New,New,Winter,10,Delhi,28.644240612666298,77.17969441682422,2023-11-03 16:11:17,2023-11-12 16:11:17,2023-11-16 16:11:17,NGO00142,ManualApproved,OTP,False
DON00000056,D001484,footwear,slippers,L,Gently Worn,Gently Worn,Winter,3,Hyderabad,17.37637955685717,78.50603119875643,2025-03-31 07:32:16,2025-04-08 07:32:16,2025-04-14 07:32:16,NGO00107,AutoApproved,OTP,True
DON00000057,D001441,blanket,fleece-blanket,L,Gently Worn,Torn,All,2,Kanpur,26.477746456244613,80.3152364757676,2024-10-20 10:13:11,,,,AutoRejected,Photo,True
DON00000058,D000337,pants,track-pants,M,New,New,All,5,Hyderabad,17.372773500734436,78.48635463523335,2025-04-10 19:02:09,2025-04-19 19:02:09,,NGO00140,AutoApproved,Photo,False
DON00000059,D001740,blanket,woolen-blanket,M,Gently Worn,Gently Worn,Winter,8,Ahmedabad,22.998058429865424,72.58988384840647,2024-12-02 10:06:52,2024-12-05 10:06:52,2024-12-11 10:06:52,NGO00246,ManualApproved,QR,True
DON00000060,D001622,blanket,woolen-blanket,XL,New,New,All,6,Bengaluru,13.008711811340978,77.57232561362272,2025-05-01 01:40:37,2025-05-09 01:40:37,2025-05-13 01:40:37,NGO00102,AutoApproved,QR,True
DON00000061,D001664,dress,ethnic-dress,M,Used,Gently Worn,Summer,16,Indore,22.73467040455199,75.88525026991601,2025-09-19 23:58:10,,,,AutoApproved,QR,True
DON00000062,D001206,saree,cotton-saree,M,Used,Torn,Winter,26,Kanpur,26.477244141591797,80.34850691500395,2024-01-28 04:59:48,,,,AutoRejected,NGOReceipt,True
DON00000063,D001408,pants,track-pants,L,Gently Worn,Used,All,10,Bhopal,23.283279817838228,77.44500779877364,2024-12-26 23:45:49,2024-12-28 23:45:49,2024-12-29 23:45:49,NGO00428,ManualApproved,QR,True
DON00000064,D000246,jacket,hoodie,L,Gently Worn,Gently Worn,All,1,Bengaluru,12.950082707799249,77.5477089317777,2025-02-07 07:14:43,2025-02-14 07:14:43,2025-02-15 07:14:43,NGO00112,AutoApproved,QR,True
DON00000065,D000759,jacket,blazer,M,Gently Worn,Torn,Winter,1,Bengaluru,13.01544396842431,77.63822965497903,2025-04-13 23:39:03,2025-04-19 23:39:03,2025-04-20 23:39:03,NGO00339,AutoRejected,Geo,True
DON00000066,D000272,shirt,kurta,XL,Used,Gently Worn,Winter,190,Nagpur,21.16370473628694,79.12562674276502,2025-08-21 07:54:50,2025-08-28 07:54:50,2025-09-03 07:54:50,NGO00093,AutoApproved,Photo,True
DON00000067,D001445,saree,synthetic-saree,S,Gently Worn,Gently Worn,Winter,9,Mumbai,19.088869681980178,72.83287941451393,2025-09-23 14:08:52,,,,AutoApproved,OTP,True
DON00000068,D001664,shirt,kurta,L,Used,Used,All,7,Indore,22.746489548696804,75.8636382381499,2024-11-07 00:01:48,2024-11-10 00:01:48,2024-11-12 00:01:48,NGO00217,AutoApproved,NGOReceipt,True
DON00000069,D001249,jacket,hoodie,L,Used,Used,Winter,8,Lucknow,26.82863299381056,80.90857502389336,2025-07-05 08:43:29,2025-07-06 08:43:29,2025-07-08 08:43:29,NGO00332,AutoApproved,OTP,True
DON00000070,D000062,jacket,winter-jacket,M,New,New,Summer,5,Pune,18.511319685404846,73.8263130089293,2025-06-09 01:16:06,2025-06-15 01:16:06,2025-06-21 01:16:06,NGO00320,ManualApproved,NGOReceipt,True
DON00000071,D001603,dress,casual-dress,L,Used,Used,Summer,10,Ahmedabad,23.05664474155907,72.60644205128386,2024-10-14 13:38:29,2024-10-19 13:38:29,2024-10-21 13:38:29,NGO00465,ManualApproved,Geo,True
DON00000072,D001255,pants,jeans,M,Gently Worn,Gently Worn,Summer,3,Nagpur,21.151869557074537,79.11126953196684,2024-12-11 14:26:25,,,,AutoApproved,QR,True
DON00000073,D000467,dress,formal-dress,L,New,New,Summer,9,Chennai,13.119875789463418,80.29057525193268,2024-06-10 06:22:47,2024-06-18 06:22:47,2024-06-19 06:22:47,NGO00205,AutoApproved,,True
DON00000074,D000686,footwear,boots,M,Used,Used,All,6,Jaipur,26.93163471903054,75.7936545931411,2025-05-18 02:02:59,2025-05-23 02:02:59,2025-05-25 02:02:59,NGO00089,ManualApproved,QR,True
DON00000075,D001155,pants,shorts,L,New,New,Summer,6,Thane,19.226757885476605,73.00669362971286,2025-07-01 04:08:49,2025-07-09 04:08:49,,NGO00326,AutoApproved,Geo,True
DON00000076,D001174,shirt,formal-shirt,L,Used,Used,All,16,Bhopal,23.295724185060873,77.3770588315978,2024-11-28 03:08:00,,,,AutoApproved,Photo,True
DON00000077,D001918,footwear,slippers,M,Used,Used,Winter,1,Bengaluru,12.935361187150335,77.63665510117951,2025-06-14 06:34:01,2025-06-21 06:34:01,2025-06-23 06:34:01,NGO00302,AutoApproved,OTP,True
DON00000078,D000495,footwear,sandals,L,New,New,Summer,5,Lucknow,26.841382152251363,80.92206092679355,2024-11-16 00:06:00,2024-11-25 00:06:00,2024-12-01 00:06:00,NGO00467,AutoApproved,OTP,True
DON00000079,D001417,pants,jeans,XL,Gently Worn,Gently Worn,All,6,Chennai,13.047828663459374,80.23659780760391,2025-02-22 10:14:16,,,,AutoApproved,,False
DON00000080,D001909,jacket,blazer,M,Gently Worn,Gently Worn,Winter,6,Delhi,28.631440975688673,77.23567918648205,2024-12-27 11:30:56,2024-12-30 11:30:56,2025-01-03 11:30:56,NGO00466,ManualApproved,Photo,
DON00000081,D001657,dress,ethnic-dress,L,New,New,All,10,Ahmedabad,23.026740035117296,72.55732747591496,2024-07-11 12:14:12,,,,AutoApproved,Photo,True
DON00000082,D001021,pants,shorts,L,Gently Worn,Gently Worn,All,48,Indore,22.704641163585354,75.84387399037898,2024-01-01 13:58:53,2024-01-04 13:58:53,2024-01-09 13:58:53,NGO00168,AutoApproved,Geo,True
DON00000083,D000079,jacket,winter-jacket,L,Gently Worn,Gently Worn,Summer,7,Indore,22.748192129897614,75.90364882024356,2024-09-11 08:03:40,2024-09-19 08:03:40,2024-09-22 08:03:40,NGO00464,ManualApproved,OTP,False
DON00000084,D000768,blanket,fleece-blanket,L,Used,Gently Worn,Winter,9,Kolkata,22.53746744165818,88.32196228624552,2023-09-30 12:05:36,,,,AutoApproved,,True
DON00000085,D001706,shirt,formal-shirt,M,Gently Worn,Dirty,Summer,4,Delhi,28.605355552618775,77.21541557629277,2025-01-18 00:24:59,,,,AutoRejected,NGOReceipt,True
DON00000086,D001469,blanket,woolen-blanket,M,Gently Worn,Torn,Winter,2,Lucknow,26.893985314433454,80.95859083319586,2025-08-26 03:57:23,2025-09-03 03:57:23,2025-09-07 03:57:23,NGO00139,AutoRejected,Photo,True
DON00000087,D000807,saree,cotton-saree,L,Used,Gently Worn,Winter,8,Lucknow,26.89381876463854,80.89681723148222,2025-08-10 00:36:23,,,,AutoApproved,OTP,False
DON00000088,D001217,blanket,fleece-blanket,Free,Used,Used,Winter,9,Delhi,28.62021779345128,77.24018544884147,2023-12-26 10:40:57,2024-01-01 10:40:57,2024-01-02 10:40:57,NGO00485,AutoApproved,QR,False
DON00000089,D000496,jacket,hoodie,Free,Gently Worn,Gently Worn,Summer,10,Lucknow,26.800263275380665,80.96340256536001,2024-02-04 12:15:04,2024-02-09 12:15:04,2024-02-12 12:15:04,NGO00096,AutoApproved,QR,True
DON00000090,D001763,saree,silk-saree,S,Used,Used,Summer,7,Delhi,28.64553459003865,77.20619453881586,2024-08-23 15:02:20,2024-08-26 15:02:20,2024-08-27 15:02:20,NGO00434,ManualApproved,OTP,True
DON00000091,D000146,pants,track-pants,XL,New,New,All,1,Lucknow,26.80784996715732,80.89906800387018,2024-07-31 05:39:01,2024-08-06 05:39:01,2024-08-08 05:39:01,NGO00351,AutoApproved,Photo,True
DON00000092,D001975,saree,cotton-saree,XL,Gently Worn,Gently Worn,Winter,8,Kanpur,26.433428952135824,80.36623117190936,2023-10-22 23:29:21,,,,AutoApproved,QR,True
DON00000093,D000116,shirt,kurta,L,Used,Used,Winter,4,Jaipur,26.919206436584176,75.79993050889617,2024-07-25 10:14:44,2024-07-30 10:14:44,2024-08-01 10:14:44,NGO00042,ManualApproved,NGOReceipt,True
DON00000094,D001540,saree,synthetic-saree,XL,Gently Worn,Gently Worn,Winter,9,Chennai,13.084240267882958,80.2692685202065,2024-10-20 09:02:36,,,,AutoApproved,Photo,True
DON00000095,D001778,jacket,hoodie,L,Gently Worn,Gently Worn,Summer,6,Indore,22.70226046304665,75.89132108925882,2024-07-20 23:27:13,2024-07-22 23:27:13,2024-07-28 23:27:13,NGO00049,AutoApproved,,True
DON00000096,D001677,dress,casual-dress,L,Used,Torn,Winter,6,Pune,18.51607865133604,73.89628827526964,2024-11-04 05:19:03,2024-11-08 05:19:03,,NGO00284,AutoRejected,Geo,True
DON00000097,D000989,footwear,slippers,M,Used,Used,Summer,8,Lucknow,26.819702002653475,80.9317853328465,2024-10-28 08:05:52,2024-11-05 08:05:52,,NGO00060,AutoApproved,Geo,True
DON00000098,D000546,shirt,t-shirt,XL,Gently Worn,Used,All,8,Pune,18.55355539297648,73.8809308524341,2025-04-09 08:09:29,2025-04-10 08:09:29,2025-04-12 08:09:29,NGO00223,AutoApproved,Geo,
DON00000099,D001308,footwear,shoes,XL,Used,Used,All,1,Ahmedabad,23.006254097321865,72.62100929109324,2024-12-16 15:29:11,2024-12-21 15:29:11,,NGO00454,AutoApproved,Photo,True
DON00000100,D000633,shirt,kurta,L,Gently Worn,Torn,All,13,Indore,22.761745183852486,75.84934900266052,2024-04-24 23:19:18,,,,AutoRejected,NGOReceipt,True
DON00000101,D001769,blanket,cotton-blanket,L,New,New,Winter,47,Nagpur,21.12361413279825,79.0521654934807,2024-08-21 02:48:45,,,,AutoApproved,,True
DON00000102,D000450,shirt,polo,M,Used,Used,All,22,Chennai,13.102397898440973,80.24006307364694,2024-01-31 08:30:12,2024-02-03 08:30:12,2024-02-04 08:30:12,NGO00388,ManualApproved,Photo,True
DON00000103,D000735,dress,ethnic-dress,M,Used,Used,All,44,Mumbai,19.09086957244137,72.84301424506194,2025-01-18 19:15:12,2025-01-22 19:15:12,2025-01-26 19:15:12,NGO00469,ManualApproved,QR,False
DON00000104,D000412,shirt,polo,L,Used,Used,Summer,2,Indore,22.684799303319604,75.88907852714337,2024-12-06 23:37:38,,,,AutoApproved,Geo,True
DON00000105,D001143,dress,formal-dress,XL,Used,Dirty,Summer,8,Nagpur,21.10155448113426,79.09183584945904,2023-10-01 03:40:39,,,,AutoRejected,OTP,
DON00000106,D000835,shirt,t-shirt,S,New,New,Winter,1,Nagpur,21.136589810110742,79.0889541068014,2025-01-16 01:19:43,2025-01-21 01:19:43,2025-01-24 01:19:43,NGO00228,AutoApproved,Geo,True
DON00000107,D001015,footwear,shoes,L,Gently Worn,Torn,All,9,Delhi,28.60648488669565,77.18074770080308,2024-02-15 06:58:13,2024-02-21 06:58:13,2024-02-26 06:58:13,NGO00005,AutoRejected,Photo,True
DON00000108,D001876,saree,silk-saree,M,Used,Used,All,7,Kolkata,22.598850847506625,88.3403381839962,2024-06-25 10:22:06,2024-06-29 10:22:06,2024-07-03 10:22:06,NGO00099,AutoApproved,Geo,True
DON00000109,D000459,jacket,winter-jacket,M,Gently Worn,Gently Worn,Summer,2,Chennai,13.055923590733533,80.30397568633832,2024-10-16 13:26:57,2024-10-20 13:26:57,2024-10-22 13:26:57,NGO00418,AutoApproved,OTP,
DON00000110,D000157,saree,silk-saree,L,Used,Dirty,All,7,Ahmedabad,23.02617893290967,72.57304724944547,2025-05-22 10:59:34,,,,AutoRejected,QR,True
DON00000111,D001741,jacket,winter-jacket,XL,New,New,All,8,Chennai,13.109798454265235,80.26697614791554,2023-10-31 11:43:48,2023-11-03 11:43:48,2023-11-05 11:43:48,NGO00289,AutoApproved,OTP,True
DON00000112,D000124,shirt,t-shirt,M,Used,Dirty,Winter,2,Chennai,13.110432332843155,80.28344944226724,2025-09-12 03:41:40,2025-09-20 03:41:40,2025-09-24 03:41:40,NGO00053,AutoRejected,,False
DON00000113,D001335,jacket,winter-jacket,S,Used,Dirty,Winter,4,Jaipur,26.874198984766014,75.77737601958778,2025-04-01 04:43:39,2025-04-09 04:43:39,2025-04-11 04:43:39,NGO00147,AutoRejected,QR,True
DON00000114,D000526,blanket,fleece-blanket,L,New,New,All,4,Nagpur,21.142034230821366,79.13714493104773,2025-06-24 03:08:38,2025-07-02 03:08:38,2025-07-06 03:08:38,NGO00198,AutoApproved,Geo,True
DON00000115,D001514,jacket,hoodie,M,Used,Dirty,All,7,Bhopal,23.25992175900472,77.37087832987746,2023-10-02 09:54:06,2023-10-10 09:54:06,2023-10-16 09:54:06,NGO00467,AutoRejected,QR,True
DON00000116,D000255,pants,track-pants,L,Gently Worn,Gently Worn,Summer,10,Kanpur,26.49061064154682,80.36869740978014,2023-10-07 10:47:29,,,,AutoApproved,Geo,True
DON00000117,D001276,saree,silk-saree,L,Gently Worn,Gently Worn,Winter,3,Kolkata,22.576444753700244,88.31455895977028,2024-05-11 05:29:57,,,,AutoApproved,Photo,
DON00000118,D000842,pants,track-pants,M,Used,Used,All,9,Hyderabad,17.40483722793371,78.49863344333292,2024-12-03 22:09:59,,,,AutoApproved,Photo,True
DON00000119,D000390,jacket,winter-jacket,M,Used,Dirty,Winter,6,Kanpur,26.47937870516269,80.29175037729797,2025-09-20 05:33:12,,,,AutoRejected,QR,True
DON00000120,D001524,shirt,formal-shirt,Free,Used,Dirty,Summer,4,Delhi,28.656593452039683,77.24909219971445,2024-10-30 06:19:49,2024-11-08 06:19:49,,NGO00034,AutoRejected,Photo,True
DON00000121,D001631,pants,track-pants,M,Used,Dirty,All,1,Thane,19.246269250969096,72.96624053833068,2025-01-13 07:49:45,2025-01-17 07:49:45,,NGO00284,AutoRejected,Photo,True
DON00000122,D000182,pants,track-pants,M,New,New,Winter,46,Nagpur,21.156827099842403,79.04325929612591,2024-06-09 19:11:09,2024-06-15 19:11:09,,NGO00386,AutoApproved,NGOReceipt,True
DON00000123,D001158,jacket,hoodie,XL,New,New,Summer,1,Delhi,28.574947958234404,77.20589614927337,2025-02-28 21:41:02,,,,ManualApproved,OTP,True
DON00000124,D000100,jacket,hoodie,M,Used,Dirty,Winter,1,Chennai,13.083718033714925,80.31760632293378,2024-09-11 12:04:25,2024-09-17 12:04:25,2024-09-18 12:04:25,NGO00034,AutoRejected,QR,True
DON00000125,D001414,shirt,formal-shirt,L,Gently Worn,Gently Worn,Summer,2,Ahmedabad,23.009800860048937,72.57710485970601,2025-08-08 00:50:27,2025-08-12 00:50:27,2025-08-14 00:50:27,NGO00439,ManualApproved,OTP,True
DON00000126,D000547,pants,jeans,M,Used,Dirty,All,10,Delhi,28.604046202632496,77.24447185775858,2024-09-27 10:56:36,,,,AutoRejected,Photo,False
DON00000127,D000536,dress,casual-dress,S,New,New,Winter,22,Pune,18.536794750475433,73.8335319595032,2024-11-29 20:48:17,,,,AutoApproved,QR,True
DON00000128,D000763,jacket,winter-jacket,L,Used,Gently Worn,Summer,10,Thane,19.189425204500225,72.99205010846639,2023-12-11 06:05:41,2023-12-12 06:05:41,2023-12-17 06:05:41,NGO00437,AutoApproved,NGOReceipt,True
DON00000129,D000066,blanket,fleece-blanket,XL,New,New,Summer,15,Bhopal,23.21138011988226,77.42590864836323,2025-02-23 21:40:07,2025-03-03 21:40:07,,NGO00064,AutoApproved,QR,True
DON00000130,D001999,pants,trousers,L,Gently Worn,Gently Worn,Summer,1,Nagpur,21.18049892311998,79.11847790638609,2024-06-12 23:19:05,2024-06-20 23:19:05,2024-06-23 23:19:05,NGO00430,ManualApproved,OTP,False
DON00000131,D001610,blanket,woolen-blanket,M,Used,Dirty,All,2,Pune,18.498932207858992,73.81044947666355,2024-02-27 16:44:11,2024-03-01 16:44:11,,NGO00322,AutoRejected,OTP,True
