LogID,DonationID,State,Timestamp,Actor,Feedback,Quantity_Received
LOG00000058,DON00000013,approved,2025-05-19 21:05:39,auto,,
LOG00000059,DON00000013,matched,2025-05-19 22:05:39,auto,,
LOG00000060,DON00000013,picked_up,2025-05-19 20:05:39,ngo,,
LOG00000061,DON00000013,delivered,2025-05-21 20:05:39,ngo,"Quality below expectations, limited usability (Rating: 2/5)",7.0
LOG00000062,DON00000014,submitted,2025-03-08 10:53:35,donor,,
LOG00000063,DON00000014,under_review,2025-03-09 05:53:35,auto,,
LOG00000064,DON00000014,approved,2025-03-10 03:53:35,auto,,
LOG00000065,DON00000014,matched,2025-03-10 12:53:35,auto,,
LOG00000066,DON00000014,picked_up,2025-03-14 10:53:35,ngo,,
LOG00000067,DON00000014,delivered,2025-03-17 10:53:35,ngo,"Satisfactory condition, useful for our programs (Rating: 3/5)",4.0
LOG00000068,DON00000015,submitted,2024-09-07 07:32:13,donor,,
LOG00000069,DON00000015,under_review,2024-09-08 22:32:13,auto,,
LOG00000070,DON00000015,approved,2024-09-09 06:32:13,auto,,
LOG00000071,DON00000015,matched,2024-09-09 12:32:13,auto,,
LOG00000072,DON00000015,picked_up,2024-09-13 07:32:13,ngo,,
LOG00000073,DON00000015,delivered,2024-09-19 07:32:13,ngo,Several items damaged or too worn (Rating: 1/5),5.0
LOG00000074,DON00000016,submitted,2024-05-28 10:22:35,donor,,
LOG00000075,DON00000016,under_review,2024-05-30 09:22:35,auto,,
LOG00000076,DON00000016,approved,2024-05-30 14:22:35,auto,,
LOG00000077,DON00000016,matched,2024-05-30 17:22:35,auto,,
LOG00000078,DON00000016,picked_up,2024-06-05 10:22:35,ngo,,
LOG00000079,DON00000017,submitted,2024-09-05 00:26:21,donor,,
LOG00000080,DON00000017,under_review,2024-09-06 23:26:21,auto,,
LOG00000081,DON00000017,rejected,2024-09-07 13:26:21,auto,"Damaged items, cannot be used safely",
LOG00000082,DON00000018,submitted,2023-12-06 16:14:40,donor,,
LOG00000083,DON00000018,under_review,2023-12-07 20:14:40,auto,,
LOG00000084,DON00000018,approved,2023-12-07 22:14:40,admin,,
LOG00000085,DON00000018,matched,2023-12-08 09:14:40,auto,,
LOG00000086,DON00000018,picked_up,2023-12-10 16:14:40,ngo,,
LOG00000087,DON00000018,delivered,2023-12-13 16:14:40,ngo,"Great condition items, exactly what we needed (Rating: 4/5)",1.0
LOG00000088,DON00000019,submitted,2023-10-04 18:18:21,donor,,
LOG00000089,DON00000019,under_review,2023-10-06 07:18:21,auto,,
LOG00000090,DON00000019,rejected,2023-10-06 12:18:21,auto,"Items in poor condition, not suitable for distribution",
LOG00000091,DON00000020,submitted,2024-10-26 01:08:08,donor,,
LOG00000092,DON00000020,under_review,2024-10-27 03:08:08,auto,,
LOG00000093,DON00000020,approved,2024-10-27 23:08:08,auto,,
LOG00000094,DON00000021,submitted,2025-04-01 21:49:41,donor,,
LOG00000095,DON00000021,under_review,2025-04-02 05:49:41,auto,,
LOG00000096,DON00000021,approved,2025-04-02 15:49:41,auto,,
LOG00000097,DON00000021,matched,2025-04-02 19:49:41,auto,,
LOG00000098,DON00000021,picked_up,2025-04-04 21:49:41,ngo,,
LOG00000099,DON00000021,delivered,2025-04-07 21:49:41,ngo,"Good quality items, minor wear but acceptable (Rating: 3/5)",2.0
LOG00000100,DON00000022,submitted,2025-05-27 20:17:46,donor,,
LOG00000101,DON00000022,under_review,2025-05-28 18:17:46,auto,,
LOG00000102,DON00000022,approved,2025-05-29 00:17:46,auto,,
LOG00000103,DON00000022,matched,2025-05-29 07:17:46,auto,,
LOG00000104,DON00000022,picked_up,2025-05-31 20:17:46,ngo,,
LOG00000105,DON00000023,submitted,2024-07-18 10:36:09,donor,,
LOG00000106,DON00000023,under_review,2024-07-19 18:36:09,auto,,
LOG00000107,DON00000023,approved,2024-07-19 22:36:09,admin,,
LOG00000108,DON00000023,matched,2024-07-20 07:36:09,auto,,
LOG00000109,DON00000023,picked_up,2024-07-23 10:36:09,ngo,,
LOG00000110,DON00000023,delivered,2024-07-26 10:36:09,ngo,Several items damaged or too worn (Rating: 2/5),5.0
LOG00000111,DON00000024,submitted,2024-01-18 16:14:36,donor,,
LOG00000112,DON00000024,under_review,2024-01-20 02:14:36,auto,,
LOG00000113,DON00000024,approved,2024-01-20 15:14:36,auto,,
LOG00000114,DON00000024,matched,2024-01-20 21:14:36,auto,,
LOG00000115,DON00000024,picked_up,2024-01-24 16:14:36,ngo,,
LOG00000116,DON00000025,submitted,2025-02-11 03:20:51,donor,,
LOG00000117,DON00000025,under_review,2025-02-12 17:20:51,auto,,
LOG00000118,DON00000025,rejected,2025-02-13 08:20:51,auto,"Damaged items, cannot be used safely",
LOG00000119,DON00000026,submitted,2025-02-25 22:44:20,donor,,
LOG00000120,DON00000026,under_review,2025-02-27 05:44:20,auto,,
LOG00000121,DON00000026,rejected,2025-02-27 08:44:20,auto,Incomplete proof of authenticity,
LOG00000122,DON00000027,submitted,2025-02-18 02:26:24,donor,,
LOG00000123,DON00000027,under_review,2025-02-18 23:26:24,auto,,
LOG00000124,DON00000027,approved,2025-02-19 06:26:24,admin,,
LOG00000125,DON00000027,matched,2025-02-19 17:26:24,auto,,
LOG00000126,DON00000027,picked_up,2025-02-25 02:26:24,ngo,,
LOG00000127,DON00000027,delivered,2025-02-28 02:26:24,ngo,"Outstanding quality, exceeded expectations (Rating: 5/5)",22.0
LOG00000128,DON00000028,submitted,2025-01-02 05:56:47,donor,,
LOG00000129,DON00000028,under_review,2025-01-03 00:56:47,auto,,
LOG00000130,DON00000028,approved,2025-01-03 21:56:47,auto,,
LOG00000131,DON00000028,matched,2025-01-04 06:56:47,auto,,
LOG00000132,DON00000028,picked_up,2025-01-04 05:56:47,ngo,,
LOG00000133,DON00000028,delivered,2025-01-05 05:56:47,ngo,"Quality below expectations, limited usability (Rating: 2/5)",1.0
LOG00000134,DON00000029,submitted,2024-03-31 10:55:56,donor,,
LOG00000135,DON00000029,under_review,2024-03-31 15:55:56,auto,,
LOG00000136,DON00000029,rejected,2024-03-31 20:55:56,auto,"Hygiene concerns, items need cleaning",
LOG00000137,DON00000030,submitted,2024-08-08 01:37:44,donor,,
LOG00000138,DON00000030,under_review,2024-08-09 09:37:44,auto,,
LOG00000139,DON00000030,approved,2024-08-10 03:37:44,admin,,
LOG00000140,DON00000031,submitted,2025-07-27 18:40:09,donor,,
LOG00000141,DON00000031,under_review,2025-07-28 20:40:09,auto,,
LOG00000142,DON00000031,approved,2025-07-29 01:40:09,auto,,
LOG00000143,DON00000031,matched,2025-07-29 11:40:09,auto,,
LOG00000144,DON00000031,picked_up,2025-08-01 18:40:09,ngo,,
LOG00000145,DON00000031,delivered,2025-08-07 18:40:09,ngo,"Perfect donations, will definitely accept from this donor again (Rating: 5/5)",33.0
LOG00000146,DON00000032,submitted,2025-01-13 13:18:19,donor,,
LOG00000147,DON00000032,under_review,2025-01-15 06:18:19,auto,,
LOG00000148,DON00000032,rejected,2025-01-15 16:18:19,auto,"Items in poor condition, not suitable for distribution",
LOG00000149,DON00000033,submitted,2024-02-25 04:29:31,donor,,
LOG00000150,DON00000033,under_review,2024-02-25 15:29:31,auto,,
LOG00000151,DON00000033,approved,2024-02-25 23:29:31,auto,,
LOG00000152,DON00000033,matched,2024-02-26 01:29:31,auto,,
LOG00000153,DON00000033,picked_up,2024-02-28 04:29:31,ngo,,
LOG00000154,DON00000033,delivered,2024-03-03 04:29:31,ngo,Condition worse than claimed by donor (Rating: 2/5),4.0
LOG00000155,DON00000034,submitted,2025-08-15 19:02:14,donor,,
LOG00000156,DON00000034,under_review,2025-08-16 08:02:14,auto,,
LOG00000157,DON00000034,approved,2025-08-16 15:02:14,auto,,
LOG00000158,DON00000034,matched,2025-08-16 22:02:14,auto,,
LOG00000159,DON00000034,picked_up,2025-08-18 19:02:14,ngo,,
LOG00000160,DON00000034,delivered,2025-08-23 19:02:14,ngo,Average quality but still valuable for our cause (Rating: 3/5),10.0
LOG00000161,DON00000035,submitted,2025-09-16 05:50:46,donor,,
LOG00000162,DON00000035,under_review,2025-09-17 12:50:46,auto,,
LOG00000163,DON00000035,rejected,2025-09-18 03:50:46,auto,"Damaged items, cannot be used safely",
LOG00000164,DON00000036,submitted,2024-08-23 14:58:19,donor,,
LOG00000165,DON00000036,under_review,2024-08-23 21:58:19,auto,,
LOG00000166,DON00000036,approved,2024-08-24 15:58:19,admin,,
LOG00000167,DON00000036,matched,2024-08-25 01:58:19,auto,,
LOG00000168,DON00000036,picked_up,2024-08-26 14:58:19,ngo,,
LOG00000169,DON00000036,delivered,2024-08-27 14:58:19,ngo,"Satisfactory condition, useful for our programs (Rating: 3/5)",4.0
LOG00000170,DON00000037,submitted,2023-12-31 05:41:55,donor,,
LOG00000171,DON00000037,under_review,2024-01-01 09:41:55,auto,,
LOG00000172,DON00000037,rejected,2024-01-01 19:41:55,auto,"Items in poor condition, not suitable for distribution",
LOG00000173,DON00000038,submitted,2024-01-25 19:14:51,donor,,
LOG00000174,DON00000038,under_review,2024-01-26 20:14:51,auto,,
LOG00000175,DON00000038,approved,2024-01-27 15:14:51,admin,,
LOG00000176,DON00000039,submitted,2025-03-30 19:51:54,donor,,
LOG00000177,DON00000039,under_review,2025-04-01 07:51:54,auto,,
LOG00000178,DON00000039,approved,2025-04-01 20:51:54,auto,,
LOG00000179,DON00000040,submitted,2025-04-12 09:39:34,donor,,
LOG00000180,DON00000040,under_review,2025-04-14 03:39:34,auto,,
LOG00000181,DON00000040,approved,2025-04-14 05:39:34,auto,,
LOG00000182,DON00000041,submitted,2025-05-06 21:28:11,donor,,
LOG00000183,DON00000041,under_review,2025-05-08 15:28:11,auto,,
LOG00000184,DON00000041,approved,2025-05-09 11:28:11,auto,,
LOG00000185,DON00000041,matched,2025-05-09 15:28:11,auto,,
LOG00000186,DON00000041,picked_up,2025-05-11 21:28:11,ngo,,
LOG00000187,DON00000041,delivered,2025-05-14 21:28:11,ngo,"Great condition items, exactly what we needed (Rating: 5/5)",3.0
LOG00000188,DON00000042,submitted,2024-11-07 17:43:16,donor,,
LOG00000189,DON00000042,under_review,2024-11-09 00:43:16,auto,,
LOG00000190,DON00000042,approved,2024-11-09 10:43:16,auto,,
LOG00000191,DON00000042,matched,2024-11-09 21:43:16,auto,,
LOG00000192,DON00000042,picked_up,2024-11-16 17:43:16,ngo,,
LOG00000193,DON00000043,submitted,2024-03-22 11:50:06,donor,,
LOG00000194,DON00000043,under_review,2024-03-23 14:50:06,auto,,
LOG00000195,DON00000043,approved,2024-03-24 07:50:06,auto,,
LOG00000196,DON00000043,matched,2024-03-24 09:50:06,auto,,
LOG00000197,DON00000043,picked_up,2024-03-26 11:50:06,ngo,,
LOG00000198,DON00000043,delivered,2024-04-01 11:50:06,ngo,Several items damaged or too worn (Rating: 2/5),47.0
LOG00000199,DON00000044,submitted,2025-07-17 15:24:45,donor,,
LOG00000200,DON00000044,under_review,2025-07-19 00:24:45,auto,,
LOG00000201,DON00000044,rejected,2025-07-19 22:24:45,auto,Incomplete proof of authenticity,
LOG00000202,DON00000045,submitted,2024-07-12 20:53:10,donor,,
LOG00000203,DON00000045,under_review,2024-07-14 09:53:10,auto,,
LOG00000204,DON00000045,approved,2024-07-14 13:53:10,admin,,
LOG00000205,DON00000046,submitted,2025-04-01 15:41:09,donor,,
LOG00000206,DON00000046,under_review,2025-04-02 02:41:09,auto,,
LOG00000207,DON00000046,approved,2025-04-02 10:41:09,auto,,
LOG00000208,DON00000046,matched,2025-04-02 13:41:09,auto,,
LOG00000209,DON00000046,picked_up,2025-04-02 15:41:09,ngo,,
LOG00000210,DON00000046,delivered,2025-04-04 15:41:09,ngo,"Good quality items, minor wear but acceptable (Rating: 3/5)",5.0
LOG00000211,DON00000047,submitted,2023-10-17 09:30:46,donor,,
LOG00000212,DON00000047,under_review,2023-10-18 13:30:46,auto,,
LOG00000213,DON00000047,rejected,2023-10-18 21:30:46,auto,"Damaged items, cannot be used safely",
LOG00000214,DON00000048,submitted,2023-11-25 01:33:08,donor,,
LOG00000215,DON00000048,under_review,2023-11-26 07:33:08,auto,,
LOG00000216,DON00000048,approved,2023-11-26 15:33:08,auto,,
LOG00000217,DON00000049,submitted,2024-06-13 04:44:57,donor,,
LOG00000218,DON00000049,under_review,2024-06-13 11:44:57,auto,,
LOG00000219,DON00000049,approved,2024-06-14 01:44:57,auto,,
LOG00000220,DON00000049,matched,2024-06-14 07:44:57,auto,,
LOG00000221,DON00000049,picked_up,2024-06-20 04:44:57,ngo,,
LOG00000222,DON00000050,submitted,2023-12-21 07:42:33,donor,,
LOG00000223,DON00000050,under_review,2023-12-22 11:42:33,auto,,
LOG00000224,DON00000050,approved,2023-12-23 09:42:33,auto,,
LOG00000225,DON00000050,matched,2023-12-23 16:42:33,auto,,
LOG00000226,DON00000050,picked_up,2023-12-23 07:42:33,ngo,,
LOG00000227,DON00000051,submitted,2024-12-13 05:57:42,donor,,
LOG00000228,DON00000051,under_review,2024-12-14 05:57:42,auto,,
LOG00000229,DON00000051,approved,2024-12-14 21:57:42,auto,,
LOG00000230,DON00000051,matched,2024-12-14 22:57:42,auto,,
LOG00000231,DON00000051,picked_up,2024-12-18 05:57:42,ngo,,
LOG00000232,DON00000052,submitted,2025-02-20 09:33:03,donor,,
LOG00000233,DON00000052,under_review,2025-02-21 21:33:03,auto,,
LOG00000234,DON00000052,approved,2025-02-22 04:33:03,auto,,
LOG00000235,DON00000052,matched,2025-02-22 09:33:03,auto,,
LOG00000236,DON00000052,picked_up,2025-02-27 09:33:03,ngo,,
LOG00000237,DON00000052,delivered,2025-02-28 09:33:03,ngo,Condition worse than claimed by donor (Rating: 1/5),27.0
LOG00000238,DON00000053,submitted,2025-02-10 22:35:58,donor,,
LOG00000239,DON00000053,under_review,2025-02-11 02:35:58,auto,,
LOG00000240,DON00000053,approved,2025-02-11 12:35:58,auto,,
LOG00000241,DON00000053,matched,2025-02-11 13:35:58,auto,,
LOG00000242,DON00000053,picked_up,2025-02-17 22:35:58,ngo,,
LOG00000243,DON00000053,delivered,2025-02-22 22:35:58,ngo,"Perfect donations, will definitely accept from this donor again (Rating: 4/5)",44.0
LOG00000244,DON00000054,submitted,2025-05-19 14:59:47,donor,,
LOG00000245,DON00000054,under_review,2025-05-20 18:59:47,auto,,
LOG00000246,DON00000054,rejected,2025-05-21 15:59:47,auto,"Damaged items, cannot be used safely",
LOG00000247,DON00000055,submitted,2023-11-03 16:11:17,donor,,
LOG00000248,DON00000055,under_review,2023-11-05 09:11:17,auto,,
LOG00000249,DON00000055,approved,2023-11-05 17:11:17,admin,,
LOG00000250,DON00000055,matched,2023-11-06 02:11:17,auto,,
LOG00000251,DON00000055,picked_up,2023-11-12 16:11:17,ngo,,
LOG00000252,DON00000055,delivered,2023-11-16 16:11:17,ngo,Condition worse than claimed by donor (Rating: 2/5),10.0
LOG00000253,DON00000056,submitted,2025-03-31 07:32:16,donor,,
LOG00000254,DON00000056,under_review,2025-04-01 05:32:16,auto,,
LOG00000255,DON00000056,approved,2025-04-01 17:32:16,auto,,
LOG00000256,DON00000056,matched,2025-04-01 22:32:16,auto,,
LOG00000257,DON00000056,picked_up,2025-04-08 07:32:16,ngo,,
LOG00000258,DON00000056,delivered,2025-04-14 07:32:16,ngo,Average quality but still valuable for our cause (Rating: 3/5),3.0
LOG00000259,DON00000057,submitted,2024-10-20 10:13:11,donor,,
LOG00000260,DON00000057,under_review,2024-10-20 14:13:11,auto,,
LOG00000261,DON00000057,rejected,2024-10-20 16:13:11,auto,"Items in poor condition, not suitable for distribution",
LOG00000262,DON00000058,submitted,2025-04-10 19:02:09,donor,,
LOG00000263,DON00000058,under_review,2025-04-12 09:02:09,auto,,
LOG00000264,DON00000058,approved,2025-04-13 02:02:09,auto,,
LOG00000265,DON00000058,matched,2025-04-13 08:02:09,auto,,
LOG00000266,DON00000058,picked_up,2025-04-19 19:02:09,ngo,,
LOG00000267,DON00000059,submitted,2024-12-02 10:06:52,donor,,
LOG00000268,DON00000059,under_review,2024-12-04 03:06:52,auto,,
LOG00000269,DON00000059,approved,2024-12-04 06:06:52,admin,,
LOG00000270,DON00000059,matched,2024-12-04 07:06:52,auto,,
LOG00000271,DON00000059,picked_up,2024-12-05 10:06:52,ngo,,
LOG00000272,DON00000059,delivered,2024-12-11 10:06:52,ngo,"Perfect donations, will definitely accept from this donor again (Rating: 4/5)",8.0
LOG00000273,DON00000060,submitted,2025-05-01 01:40:37,donor,,
LOG00000274,DON00000060,under_review,2025-05-03 00:40:37,auto,,
LOG00000275,DON00000060,approved,2025-05-03 16:40:37,auto,,
LOG00000276,DON00000060,matched,2025-05-03 21:40:37,auto,,
LOG00000277,DON00000060,picked_up,2025-05-09 01:40:37,ngo,,
LOG00000278,DON00000060,delivered,2025-05-13 01:40:37,ngo,"Great condition items, exactly what we needed (Rating: 4/5)",6.0
LOG00000279,DON00000061,submitted,2025-09-19 23:58:10,donor,,
LOG00000280,DON00000061,under_review,2025-09-20 15:58:10,auto,,
LOG00000281,DON00000061,approved,2025-09-21 03:58:10,auto,,
LOG00000282,DON00000062,submitted,2024-01-28 04:59:48,donor,,
LOG00000283,DON00000062,under_review,2024-01-29 19:59:48,auto,,
LOG00000284,DON00000062,rejected,2024-01-29 21:59:48,auto,"Hygiene concerns, items need cleaning",
LOG00000285,DON00000063,submitted,2024-12-26 23:45:49,donor,,
LOG00000286,DON00000063,under_review,2024-12-27 06:45:49,auto,,
LOG00000287,DON00000063,approved,2024-12-27 13:45:49,admin,,
LOG00000288,DON00000063,matched,2024-12-27 23:45:49,auto,,
LOG00000289,DON00000063,picked_up,2024-12-28 23:45:49,ngo,,
LOG00000290,DON00000063,delivered,2024-12-29 23:45:49,ngo,"Quality below expectations, limited usability (Rating: 2/5)",8.0
LOG00000291,DON00000064,submitted,2025-02-07 07:14:43,donor,,
LOG00000292,DON00000064,under_review,2025-02-08 04:14:43,auto,,
LOG00000293,DON00000064,approved,2025-02-08 22:14:43,auto,,
LOG00000294,DON00000064,matched,2025-02-09 05:14:43,auto,,
LOG00000295,DON00000064,picked_up,2025-02-14 07:14:43,ngo,,
LOG00000296,DON00000064,delivered,2025-02-15 07:14:43,ngo,Average quality but still valuable for our cause (Rating: 3/5),1.0
LOG00000297,DON00000065,submitted,2025-04-13 23:39:03,donor,,
LOG00000298,DON00000065,under_review,2025-04-14 20:39:03,auto,,
LOG00000299,DON00000065,rejected,2025-04-15 14:39:03,auto,"Damaged items, cannot be used safely",
LOG00000300,DON00000066,submitted,2025-08-21 07:54:50,donor,,
LOG00000301,DON00000066,under_review,2025-08-22 01:54:50,auto,,
LOG00000302,DON00000066,approved,2025-08-22 08:54:50,auto,,
LOG00000303,DON00000066,matched,2025-08-22 18:54:50,auto,,
LOG00000304,DON00000066,picked_up,2025-08-28 07:54:50,ngo,,
LOG00000305,DON00000066,delivered,2025-09-03 07:54:50,ngo,"Good quality items, minor wear but acceptable (Rating: 3/5)",165.0
LOG00000306,DON00000067,submitted,2025-09-23 14:08:52,donor,,
LOG00000307,DON00000067,under_review,2025-09-25 06:08:52,auto,,
LOG00000308,DON00000067,approved,2025-09-26 02:08:52,auto,,
LOG00000309,DON00000068,submitted,2024-11-07 00:01:48,donor,,
LOG00000310,DON00000068,under_review,2024-11-07 12:01:48,auto,,
LOG00000311,DON00000068,approved,2024-11-08 02:01:48,auto,,
LOG00000312,DON00000068,matched,2024-11-08 12:01:48,auto,,
LOG00000313,DON00000068,picked_up,2024-11-10 00:01:48,ngo,,
LOG00000314,DON00000068,delivered,2024-11-12 00:01:48,ngo,Several items damaged or too worn (Rating: 2/5),7.0
LOG00000315,DON00000069,submitted,2025-07-05 08:43:29,donor,,
LOG00000316,DON00000069,under_review,2025-07-05 11:43:29,auto,,
LOG00000317,DON00000069,approved,2025-07-05 13:43:29,auto,,
LOG00000318,DON00000069,matched,2025-07-05 21:43:29,auto,,
LOG00000319,DON00000069,picked_up,2025-07-06 08:43:29,ngo,,
LOG00000320,DON00000069,delivered,2025-07-08 08:43:29,ngo,"Satisfactory condition, useful for our programs (Rating: 3/5)",8.0
LOG00000321,DON00000070,submitted,2025-06-09 01:16:06,donor,,
LOG00000322,DON00000070,under_review,2025-06-10 09:16:06,auto,,
LOG00000323,DON00000070,approved,2025-06-11 08:16:06,admin,,
LOG00000324,DON00000070,matched,2025-06-11 11:16:06,auto,,
LOG00000325,DON00000070,picked_up,2025-06-15 01:16:06,ngo,,
LOG00000326,DON00000070,delivered,2025-06-21 01:16:06,ngo,Several items damaged or too worn (Rating: 2/5),5.0
LOG00000327,DON00000071,submitted,2024-10-14 13:38:29,donor,,
LOG00000328,DON00000071,under_review,2024-10-15 22:38:29,auto,,
LOG00000329,DON00000071,approved,2024-10-16 06:38:29,admin,,
LOG00000330,DON00000071,matched,2024-10-16 09:38:29,auto,,
LOG00000331,DON00000071,picked_up,2024-10-19 13:38:29,ngo,,
LOG00000332,DON00000071,delivered,2024-10-21 13:38:29,ngo,"Excellent quality donations, very helpful for our beneficiaries (Rating: 5/5)",10.0
LOG00000333,DON00000072,submitted,2024-12-11 14:26:25,donor,,
LOG00000334,DON00000072,under_review,2024-12-13 13:26:25,auto,,
LOG00000335,DON00000072,approved,2024-12-14 03:26:25,auto,,
LOG00000336,DON00000073,submitted,2024-06-10 06:22:47,donor,,
LOG00000337,DON00000073,under_review,2024-06-10 20:22:47,auto,,
LOG00000338,DON00000073,approved,2024-06-11 07:22:47,auto,,
LOG00000339,DON00000073,matched,2024-06-11 10:22:47,auto,,
LOG00000340,DON00000073,picked_up,2024-06-18 06:22:47,ngo,,
LOG00000341,DON00000073,delivered,2024-06-19 06:22:47,ngo,Condition worse than claimed by donor (Rating: 2/5),9.0
LOG00000342,DON00000074,submitted,2025-05-18 02:02:59,donor,,
LOG00000343,DON00000074,under_review,2025-05-18 07:02:59,auto,,
LOG00000344,DON00000074,approved,2025-05-18 21:02:59,admin,,
LOG00000345,DON00000074,matched,2025-05-19 06:02:59,auto,,
LOG00000346,DON00000074,picked_up,2025-05-23 02:02:59,ngo,,
LOG00000347,DON00000074,delivered,2025-05-25 02:02:59,ngo,"Quality below expectations, limited usability (Rating: 1/5)",6.0
LOG00000348,DON00000075,submitted,2025-07-01 04:08:49,donor,,
LOG00000349,DON00000075,under_review,2025-07-02 17:08:49,auto,,
LOG00000350,DON00000075,approved,2025-07-02 18:08:49,auto,,
LOG00000351,DON00000075,matched,2025-07-03 05:08:49,auto,,
LOG00000352,DON00000075,picked_up,2025-07-09 04:08:49,ngo,,
LOG00000353,DON00000076,submitted,2024-11-28 03:08:00,donor,,
LOG00000354,DON00000076,under_review,2024-11-29 03:08:00,auto,,
LOG00000355,DON00000076,approved,2024-11-29 18:08:00,auto,,
LOG00000356,DON00000077,submitted,2025-06-14 06:34:01,donor,,
LOG00000357,DON00000077,under_review,2025-06-16 03:34:01,auto,,
LOG00000358,DON00000077,approved,2025-06-16 07:34:01,auto,,
LOG00000359,DON00000077,matched,2025-06-16 16:34:01,auto,,
LOG00000360,DON00000077,picked_up,2025-06-21 06:34:01,ngo,,
LOG00000361,DON00000077,delivered,2025-06-23 06:34:01,ngo,"Good quality items, minor wear but acceptable (Rating: 3/5)",1.0
LOG00000362,DON00000078,submitted,2024-11-16 00:06:00,donor,,
